"id","edgelabel","id_fromlookupform","id_tolookupform","id_publisher","publisher","id_service","service","id_genericform","genericform","id_tradition","tradition"
1519,"has publisher",49,4006,4006,"Hermet",NULL,NULL,NULL,NULL,NULL,NULL
1520,"has publisher",252,4006,4006,"Hermet",NULL,NULL,NULL,NULL,NULL,NULL
1521,"has publisher",176,4006,4006,"Hermet",NULL,NULL,NULL,NULL,NULL,NULL
1522,"has publisher",174,4006,4006,"Hermet",NULL,NULL,NULL,NULL,NULL,NULL
1523,"has publisher",79,4013,4013,"Walters",NULL,NULL,NULL,NULL,NULL,NULL
1524,"has publisher",81,4013,4013,"Walters",NULL,NULL,NULL,NULL,NULL,NULL
1525,"has publisher",2,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1526,"has publisher",375,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1527,"has publisher",374,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1528,"has publisher",72,4010,4010,"Ritterling",NULL,NULL,NULL,NULL,NULL,NULL
1529,"has publisher",257,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1530,"has publisher",32,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1531,"has publisher",159,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1532,"has publisher",178,4007,4007,"Knorr",NULL,NULL,NULL,NULL,NULL,NULL
1533,"has publisher",82,4013,4013,"Walters",NULL,NULL,NULL,NULL,NULL,NULL
1534,"has publisher",264,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1535,"has publisher",185,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1536,"has publisher",56,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1537,"has publisher",186,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1538,"has publisher",58,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1539,"has publisher",59,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1540,"has publisher",187,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1541,"has publisher",60,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1544,"has publisher",269,4004,4004,"Déchelette",NULL,NULL,NULL,NULL,NULL,NULL
1545,"has publisher",270,4004,4004,"Déchelette",NULL,NULL,NULL,NULL,NULL,NULL
1546,"has publisher",258,4004,4004,"Déchelette",NULL,NULL,NULL,NULL,NULL,NULL
1547,"has publisher",259,4004,4004,"Déchelette",NULL,NULL,NULL,NULL,NULL,NULL
1548,"has publisher",271,4004,4004,"Déchelette",NULL,NULL,NULL,NULL,NULL,NULL
1549,"has publisher",261,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1550,"has publisher",23,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1551,"has publisher",277,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1552,"has publisher",262,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1553,"has publisher",38,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1554,"has publisher",272,4005,4005,"Dragendorff",NULL,NULL,NULL,NULL,NULL,NULL
1555,"has publisher",276,4011,4011,"Stanfield",NULL,NULL,NULL,NULL,NULL,NULL
1556,"has publisher",193,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1557,"has publisher",194,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1558,"has publisher",274,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1559,"has publisher",180,4012,4012,"Vernhet",NULL,NULL,NULL,NULL,NULL,NULL
1560,"has publisher",181,4012,4012,"Vernhet",NULL,NULL,NULL,NULL,NULL,NULL
1561,"has publisher",280,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1562,"has publisher",281,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1563,"has publisher",286,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1564,"has publisher",287,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1565,"has publisher",184,4010,4010,"Ritterling",NULL,NULL,NULL,NULL,NULL,NULL
1566,"has publisher",398,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1567,"has publisher",401,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1568,"has publisher",402,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1569,"has publisher",505,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1570,"has publisher",506,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1571,"has publisher",507,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1572,"has publisher",508,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1573,"has publisher",444,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1574,"has publisher",529,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1575,"has publisher",530,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1576,"has publisher",531,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1577,"has publisher",532,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1578,"has publisher",534,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1579,"has publisher",535,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1580,"has publisher",536,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1581,"has publisher",537,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1582,"has publisher",538,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1583,"has publisher",540,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1584,"has publisher",541,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1585,"has publisher",546,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1586,"has publisher",548,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1587,"has publisher",550,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1588,"has publisher",498,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1589,"has publisher",552,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1590,"has publisher",553,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1591,"has publisher",555,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1592,"has publisher",557,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1593,"has publisher",561,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1594,"has publisher",564,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1595,"has publisher",566,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1596,"has publisher",394,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1597,"has publisher",260,4004,4004,"Déchelette",NULL,NULL,NULL,NULL,NULL,NULL
1598,"has publisher",598,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1599,"has publisher",453,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1600,"has publisher",454,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1601,"has publisher",455,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1602,"has publisher",456,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1603,"has publisher",457,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1604,"has publisher",312,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1605,"has publisher",313,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1606,"has publisher",458,4002,4002,"Conspectus",NULL,NULL,NULL,NULL,NULL,NULL
1607,"has publisher",602,4010,4010,"Ritterling",NULL,NULL,NULL,NULL,NULL,NULL
1608,"has publisher",601,4009,4009,"Ludowici",NULL,NULL,NULL,NULL,NULL,NULL
1609,"has tradition",621,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1610,"has tradition",622,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1611,"has tradition",623,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1612,"has tradition",624,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1613,"has tradition",625,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1614,"has tradition",626,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1615,"has tradition",627,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1616,"has tradition",628,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1617,"has tradition",629,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1618,"has tradition",630,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1619,"has tradition",631,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1620,"has tradition",632,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1621,"has tradition",633,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1622,"has tradition",634,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1623,"has tradition",635,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1624,"has tradition",636,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1625,"has tradition",637,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1626,"has tradition",638,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1627,"has tradition",639,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1628,"has tradition",640,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1629,"has tradition",641,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1630,"has tradition",642,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1631,"has tradition",643,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1632,"has tradition",644,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1633,"has tradition",645,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1634,"has tradition",646,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1635,"has tradition",647,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1636,"has tradition",648,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1637,"has tradition",649,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1638,"has tradition",650,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1639,"has tradition",651,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1640,"has tradition",652,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1641,"has tradition",653,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1642,"has tradition",654,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1643,"has tradition",655,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1644,"has tradition",656,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1645,"has tradition",657,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1646,"has tradition",658,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1647,"has tradition",659,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1648,"has tradition",660,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1649,"has tradition",661,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1650,"has tradition",662,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1651,"has tradition",663,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1652,"has tradition",664,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1653,"has tradition",665,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1654,"has tradition",666,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1655,"has tradition",667,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1656,"has tradition",668,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1657,"has tradition",669,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1658,"has tradition",670,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1659,"has tradition",671,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1660,"has tradition",672,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1661,"has tradition",673,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1662,"has tradition",674,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1663,"has tradition",675,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1664,"has tradition",676,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1665,"has tradition",677,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1666,"has tradition",678,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1667,"has tradition",679,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1668,"has tradition",680,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1669,"has tradition",681,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1670,"has tradition",682,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1671,"has tradition",683,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1672,"has tradition",684,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1673,"has tradition",685,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1674,"has tradition",686,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1675,"has tradition",687,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1676,"has tradition",688,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1677,"has tradition",689,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1678,"has tradition",690,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1679,"has tradition",691,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1680,"has tradition",692,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1681,"has tradition",693,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1682,"has tradition",694,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1683,"has tradition",695,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1684,"has tradition",696,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1685,"has tradition",697,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1686,"has tradition",698,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1687,"has tradition",699,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1688,"has tradition",700,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1689,"has tradition",701,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1690,"has tradition",702,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1691,"has tradition",703,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1692,"has tradition",704,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1693,"has tradition",705,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1694,"has tradition",706,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1695,"has tradition",707,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1696,"has tradition",708,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1697,"has tradition",709,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1698,"has tradition",710,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1699,"has tradition",711,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1700,"has tradition",712,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1701,"has tradition",713,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1702,"has tradition",714,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1703,"has tradition",715,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1704,"has tradition",716,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1705,"has tradition",717,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1706,"has tradition",718,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1707,"has tradition",719,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1708,"has tradition",720,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1709,"has tradition",721,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1710,"has tradition",722,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1711,"has tradition",723,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1712,"has tradition",724,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1713,"has tradition",725,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1714,"has tradition",726,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1715,"has tradition",727,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1716,"has tradition",728,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1717,"has tradition",729,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1718,"has tradition",730,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1719,"has tradition",731,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1720,"has tradition",732,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1721,"has tradition",733,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1722,"has tradition",734,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1723,"has tradition",735,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1724,"has tradition",736,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1725,"has tradition",737,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1726,"has tradition",738,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1727,"has tradition",739,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1728,"has tradition",740,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1729,"has tradition",741,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1730,"has tradition",742,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1731,"has tradition",743,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1732,"has tradition",744,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1733,"has tradition",745,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1734,"has tradition",746,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1735,"has tradition",747,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1736,"has tradition",748,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1737,"has tradition",749,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1738,"has tradition",750,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1739,"has tradition",751,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1740,"has tradition",752,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1741,"has tradition",753,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1742,"has tradition",754,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1743,"has tradition",755,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1744,"has tradition",756,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1745,"has tradition",757,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1746,"has tradition",758,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1747,"has tradition",759,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1748,"has tradition",760,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1749,"has tradition",761,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1750,"has tradition",762,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1751,"has tradition",763,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1752,"has tradition",764,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1753,"has tradition",765,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1754,"has tradition",766,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1755,"has tradition",767,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1756,"has tradition",768,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1757,"has tradition",769,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1758,"has tradition",770,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1759,"has tradition",771,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1760,"has tradition",772,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1761,"has tradition",773,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1762,"has tradition",774,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1763,"has tradition",775,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1764,"has tradition",776,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1765,"has tradition",777,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1766,"has tradition",778,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1767,"has tradition",779,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1768,"has tradition",780,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1769,"has tradition",781,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1770,"has tradition",782,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1771,"has tradition",783,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
1772,"has tradition",784,2002,NULL,NULL,NULL,NULL,NULL,NULL,2002,"Gaulish-Germanic-Raetian"
